pid,title,price_ngn,price_raw,bedrooms,bathrooms,prop_type,location,area,lga,state,agent,features,date_added,url
3PJZH,2 Bedroom Apartment,115000000.0,"₦ 115,000,000",2.0,2.0,House,Abraham Adesanya Abraham Adesanya Estate Ajah Lagos,Abraham Adesanya Abraham Adesanya Estate,Ajah,Lagos,Besproperties,Big Compound; 24 Hours Security; Pop Ceiling,05 Apr 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-abraham-adesanya-abraham-adesanya-estate-ajah-lagos-3PJZH
5PJZJ,5 Bedroom Fully Detached Duplex With Bq,300000000.0,"₦ 300,000,000",5.0,5.0,House,Abraham Adesanya Estate Ajah Lagos,Abraham Adesanya Estate,Ajah,Lagos,Besproperties,Big Compound; 24 Hours Security; Fast Internet,05 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-abraham-adesanya-estate-ajah-lagos-5PJZJ
4PJFN,100.78ha Of Land,10000000000.0,"₦ 10,000,000,000",,,Land,Orozo North Orozo Abuja,Orozo North,Orozo,Abuja,Shedrack Luka,C Of O; Water Treatment; Drainage System,30 Mar 2026,https://www.propertypro.ng/property/land-for-sale-orozo-north-orozo-abuja-4PJFN
6PFEC,Land,100000000.0,"₦ 100,000,000",,,Land,Ikolaba Agodi Ibadan Oyo,Ikolaba Agodi,Ibadan,Oyo,Openkeys business,,02 Mar 2026,https://www.propertypro.ng/property/land-for-sale-ikolaba-agodi-ibadan-oyo-6PFEC
3PFQK,House,150000000.0,"₦ 150,000,000",4.0,,House,Orchid Chevron Toll Gate Lekki Lagos,Orchid Chevron Toll Gate,Lekki,Lagos,Openkeys business,,05 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-chevron-toll-gate-lekki-lagos-3PFQK
6PULZ,Newly Built Two Bedroom Apartment With Bq,300000000.0,"₦ 300,000,000",2.0,2.0,Flat Apartment,Lekki 1 Lekki Lekki Lagos,Lekki 1 Lekki,Lekki,Lagos,PCL HOMES,24 Hours Security; C Of O; Swimming Pool,27 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-1-lekki-lekki-lagos-6PULZ
6NXHH,4 Bedroom Semi Detached Duplex With Bq,250000000.0,"₦ 250,000,000",4.0,,House,Lekki Lagos,Lekki,Lagos,Lagos,Purple Ribbon,,12 Dec 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-6NXHH
7NDVG,1 Bedroom Flat,75000000.0,"₦ 75,000,000",1.0,,Flat / Apartment,Gaduwa Abuja,Gaduwa,Abuja,Abuja,Besproperties,Newly Built; Only on PropertyPro,30 Jun 2025,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-gaduwa-abuja-7NDVG
9PNGF,Contemporary 5 Bedroom Detatched Duplex With Bq,600000000.0,"₦ 600,000,000",5.0,5.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Sanrealtor,,06 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-9PNGF
0PNLM,4 Bedroom Detached Duplex With Bq,300000000.0,"₦ 300,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sanrealtor,,07 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-0PNLM
9PNGE,4 Bedroom Detached Duplex With Bq,1650000000.0,"₦ 1,650,000,000",4.0,4.0,House,Ikoyi Lagos,Ikoyi,Lagos,Lagos,Sanrealtor,,06 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-lagos-9PNGE
3PNGG,Newly Built 5 Bedroom Maisonette With Bq,380000000.0,"₦ 380,000,000",5.0,5.0,House,Lekki Lagos,Lekki,Lagos,Lagos,Sanrealtor,,06 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-3PNGG
3PPBE,4 Bedroom Penthouse With Bq,1200000000.0,"₦ 1,200,000,000",4.0,4.0,Flat Apartment,Ikeja Gra Ikeja Lagos,Ikeja Gra,Ikeja,Lagos,Sanrealtor,,12 May 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikeja-gra-ikeja-lagos-3PPBE
2PFEY,5 Bedroom Fully Detached Duplex,480000000.0,"₦ 480,000,000",5.0,5.0,House,Chevron Toll Gate Lekki Lagos,Chevron Toll Gate,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,02 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-lekki-lagos-2PFEY
8PTGA,A 672 Square Metres Of Land,350000000.0,"₦ 350,000,000",,,Land,Harris Drive Lekki Lagos,Harris Drive,Lekki,Lagos,GUDNESS REALITY,,17 Jun 2026,https://www.propertypro.ng/property/land-for-sale-harris-drive-lekki-lagos-8PTGA
8NXDW,4 Bedroom Terrace House +bq,599999999.0,"₦ 599,999,999",4.0,4.0,House,Mojisola Onikoyi Estate Mojisola Onikoyi Estate Ikoyi Lagos,Mojisola Onikoyi Estate Mojisola Onikoyi Estate,Ikoyi,Lagos,PRINCE ADEMOLA,,11 Dec 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-mojisola-onikoyi-estate-mojisola-onikoyi-estate-ikoyi-lagos-8NXDW
1PHPA,Exquisite 4 Bedroom Bungalow With Modernity,73000000.0,"₦ 73,000,000",4.0,,House,Faruku Soka Ibadan Oyo,Faruku Soka,Ibadan,Oyo,Openkeys business,,23 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-faruku-soka-ibadan-oyo-1PHPA
8PAWB,5 Bedroom Detached Duplex With Bq,340000000.0,"₦ 340,000,000",5.0,5.0,House,Close To Turkey Hospital Idu Abuja,Close To Turkey Hospital,Idu,Abuja,Shedrack Luka,Big Compound; Printing Service; 24 Hours Security,23 Jan 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-turkey-hospital-idu-abuja-8PAWB
2PBBG,7 Bedroom Flat,750000000.0,"₦ 750,000,000",7.0,7.0,House,Opposite Maitama Katampe Main Abuja,Opposite Maitama Katampe,Main,Abuja,Shedrack Luka,Big Compound; 24 Hours Security; Fast Internet,25 Jan 2026,https://www.propertypro.ng/property/7-bedroom-house-for-sale-opposite-maitama-katampe-main-abuja-2PBBG
3NPBC,160 Rooms,15000000000.0,"₦ 15,000,000,000",,,Commercial Property,Airport By Presidential Wing Lugbe Abuja,Airport By Presidential Wing,Lugbe,Abuja,Shedrack Luka,Printing Service; Fast Internet; Pop Ceiling,22 Sep 2025,https://www.propertypro.ng/property/commercial-property-for-sale-airport-by-presidential-wing-lugbe-abuja-3NPBC
6NRPA,New 4bedroom Semi Detached Duplex With Bq,250000000.0,"₦ 250,000,000",4.0,4.0,House,Close To Bannex Katampe Main Abuja,Close To Bannex Katampe,Main,Abuja,Shedrack Luka,Free Wifi; Big Compound; 24 Hours Security,15 Oct 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-bannex-katampe-main-abuja-6NRPA
9NRPA,Newly Built 4 Bedroom Terraced Duplex With Bq,240000000.0,"₦ 240,000,000",4.0,4.0,House,"Close To Old Cbn, Garki 2 Abuja","Close To Old Cbn, Garki",2,Abuja,Shedrack Luka,Free Wifi; Big Compound; 24 Hours Security,15 Oct 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-old-cbn-garki-2-abuja-9NRPA
8NUEX,4 Bedroom Detached Bungalow + 2 Bedroom Bungalow Bq,240000000.0,"₦ 240,000,000",4.0,4.0,House,Close To Ebeano Suppermarket Lokogoma Abuja,Close To Ebeano Suppermarket,Lokogoma,Abuja,Shedrack Luka,Free Wifi; Big Compound; 24 Hours Security,11 Nov 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-ebeano-suppermarket-lokogoma-abuja-8NUEX
8NXKQ,Furnished 3 Bedroom Apartment With Bq,799999999.0,"₦ 799,999,999",3.0,3.0,Flat Apartment,"Banana Island Estate, Ikoyi Lagos","Banana Island Estate,",Ikoyi,Lagos,PRINCE ADEMOLA,,14 Dec 2025,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-estate-ikoyi-lagos-8NXKQ
7PTPP,Luxury Penthouse Apartment+ Bq+ Pool+ Gym,1100000000.0,"₦ 1,100,000,000",4.0,4.0,Flat Apartment,Off Awolowo Road Ikoyi Ikoyi S.w Ikoyi Lagos,Off Awolowo Road Ikoyi Ikoyi S.w,Ikoyi,Lagos,PRINCE ADEMOLA,,19 Jun 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-off-awolowo-road-ikoyi-ikoyi-sw-ikoyi-lagos-7PTPP
8PFDT,5 Bedroom Terrace House,1400000000.0,"₦ 1,400,000,000",5.0,5.0,House,Parkview Estate Parkview Estate Ikoyi Lagos,Parkview Estate Parkview Estate,Ikoyi,Lagos,PRINCE ADEMOLA,,02 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-parkview-estate-parkview-estate-ikoyi-lagos-8PFDT
3PPLP,Newly Built 5 Bedroom Fully Detached Duplex With Bq,500000000.0,"₦ 500,000,000",5.0,5.0,House,Ologolo Lekki Lagos,Ologolo,Lekki,Lagos,PCL HOMES,,15 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-3PPLP
4PKBM,2 Bedroom Terraced Duplex,85000000.0,"₦ 85,000,000",2.0,2.0,House,Idera Scheme Ibeju Lekki Lagos,Idera Scheme Ibeju,Lekki,Lagos,Besproperties,Big Compound; 24 Hours Security; Pop Ceiling,06 Apr 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-idera-scheme-ibeju-lekki-lagos-4PKBM
9PGDF,3 Bedroom Apartment,400000000.0,"₦ 400,000,000",3.0,3.0,Flat Apartment,Lekki Lagos,Lekki,Lagos,Lagos,Sunwealth real,24 Hours Security; Security; Pop Ceiling,10 Mar 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-lagos-9PGDF
2PFAS,Contemporary 6 Bedroom Semi Detached Duplex,950000000.0,"₦ 950,000,000",6.0,6.0,House,Cowrie Creek Estate Ikate Lekki Lagos,Cowrie Creek Estate Ikate,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,01 Mar 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-cowrie-creek-estate-ikate-lekki-lagos-2PFAS
4PSDW,Newly Built Four. Bedroom Semi Detached House With Bq,350000000.0,"₦ 350,000,000",4.0,4.0,House,Ikate Lekki Lagos Ikate Lekki Lagos,Ikate Lekki Lagos Ikate,Lekki,Lagos,PCL HOMES,,08 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-ikate-lekki-lagos-4PSDW
2PFFK,4 Bedroom Detached Duplex,365000000.0,"₦ 365,000,000",4.0,4.0,House,Gwarimpa In A Serene And Secured Estate Gwarinpa Abuja,Gwarimpa In A Serene And Secured Estate,Gwarinpa,Abuja,Ademeso olalekan,,02 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gwarimpa-in-a-serene-and-secured-estate-gwarinpa-abuja-2PFFK
9NZZR,Luxurious 5 Bedroom Terraced Duplex With Bq,250000000.0,"₦ 250,000,000",5.0,5.0,House,Main Gwarinpa Abuja,Main,Gwarinpa,Abuja,Shedrack Luka,Big Compound; Printing Service; 24 Hours Security,16 Jan 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-main-gwarinpa-abuja-9NZZR
7NPSR,2 Units Of 4 Bedroom Semi Detached Duplex With Bq,550000000.0,"₦ 550,000,000",4.0,,House,Main Gwarinpa Abuja,Main,Gwarinpa,Abuja,Shedrack Luka,Free Wifi; Big Compound; 24 Hours Security,28 Sep 2025,https://www.propertypro.ng/property/house-for-sale-main-gwarinpa-abuja-7NPSR
8NZTJ,"Plot 886, 3.44hectares Land",600000000.0,"₦ 600,000,000",,,Land,Wawa Wasa Apo Abuja,Wawa Wasa,Apo,Abuja,Shedrack Luka,C Of O; Drainage System,14 Jan 2026,https://www.propertypro.ng/property/land-for-sale-wawa-wasa-apo-abuja-8NZTJ
7NUYZ,4 Bedroom Terrace Duplex,700000000.0,"₦ 700,000,000",4.0,4.0,House,Victoria Island Lagos,Victoria,Island,Lagos,First Colony,,19 Nov 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-victoria-island-lagos-7NUYZ
5PKWG,Furnished 4 Bedroom Terrace Duplex,150000000.0,"₦ 150,000,000",4.0,4.0,House,"Behind Skymall, Co Op City Way, Sangotedo Lagos","Behind Skymall, Co Op City Way,",Sangotedo,Lagos,Landlord Hero,,13 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-behind-skymall-co-op-city-way-sangotedo-lagos-5PKWG
0PPHU,4 Bedroom Semi Detached Spacious Detached Bq,550000000.0,"₦ 550,000,000",4.0,4.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,GUDNESS REALITY,24 Hours Security; Pop Ceiling; Drainage System,14 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0PPHU
0PPJP,4 Bedroom Semi Detached Duplex,150000000.0,"₦ 150,000,000",4.0,4.0,House,Lekki County Ikota Lekki Lagos,Lekki County Ikota,Lekki,Lagos,OUTSTANDING REAL,Big Compound; Pop Ceiling; Drainage System,14 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-county-ikota-lekki-lagos-0PPJP
8PMQX,4 Bedroom Semi Detached Duplex,140000000.0,"₦ 140,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,GUDNESS REALITY,Pop Ceiling; Parking Space; Governor's Consent,29 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-8PMQX
6NJFQ,Residential Land,750000000.0,"₦ 750,000,000",,,Land,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,First Colony,,08 Aug 2025,https://www.propertypro.ng/property/land-for-sale-lekki-phase-1-lekki-lagos-6NJFQ
7PNFW,5 Bedroom Detached Duplex With Bq,700000000.0,"₦ 700,000,000",5.0,5.0,House,Near Asokoro Guzape Abuja,Near Asokoro,Guzape,Abuja,TZ ESTATE,,06 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-near-asokoro-guzape-abuja-7PNFW
8PGNF,3 Bedroom Terrace Duplex With Bq,160000000.0,"₦ 160,000,000",3.0,4.0,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,Chrystal Abodes,Big Compound; 24 Hours Security; Pop Ceiling,13 Mar 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-orchid-lekki-lagos-8PGNF
8PGNJ,5 Bedroom Fully Detached Duplex,750000000.0,"₦ 750,000,000",5.0,6.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Chrystal Abodes,Big Compound; 24 Hours Security; Pop Ceiling,13 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8PGNJ
9PGXP,5 Bedroom Detached Duplex,1200000000.0,"₦ 1,200,000,000",5.0,6.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Chrystal Abodes,Big Compound; 24 Hours Security; Pop Ceiling,17 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9PGXP
8PNJN,3 Bedroom Apartment,350000000.0,"₦ 350,000,000",3.0,,Flat Apartment,1st Roundabout Lekki Lagos,1st Roundabout,Lekki,Lagos,-,,06 May 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-1st-roundabout-lekki-lagos-8PNJN
6PNGT,3 Bedroom Penthouse,2720000000.0,"₦ 2,720,000,000",3.0,,Flat Apartment,Ahmadu Bello Way Victoria Island Lagos,Ahmadu Bello Way Victoria,Island,Lagos,-,,06 May 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ahmadu-bello-way-victoria-island-lagos-6PNGT
0PNGZ,3 Floor Office Complex,8500000000.0,"₦ 8,500,000,000",,,Commercial Property,Ahmadu Bello Way Victoria Island Lagos,Ahmadu Bello Way Victoria,Island,Lagos,-,,06 May 2026,https://www.propertypro.ng/property/commercial-property-for-sale-ahmadu-bello-way-victoria-island-lagos-0PNGZ
3PEPB,2 Units 4 Bedroom Bungalow,450000000.0,"₦ 450,000,000",4.0,,House,"Ibrahim Taiwo Street, Bodija Ibadan Oyo","Ibrahim Taiwo Street, Bodija",Ibadan,Oyo,Openkeys business,,25 Feb 2026,https://www.propertypro.ng/property/house-for-sale-ibrahim-taiwo-street-bodija-ibadan-oyo-3PEPB
9PCRA,Spacious 3 Bedroom Apartment,250000000.0,"₦ 250,000,000",2.0,2.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Perfect Images,,09 Feb 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9PCRA
6PFFN,5 Bedroom Detached Duplex,360000000.0,"₦ 360,000,000",5.0,6.0,House,Chevron Lekki Lagos,Chevron,Lekki,Lagos,Chrystal Abodes,24 Hours Security; Pop Ceiling; C Of O,02 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-6PFFN
1PFFS,5 Bedroom Fully Detached Duplex,500000000.0,"₦ 500,000,000",5.0,6.0,House,2nd Toll Gate Lekki Lagos,2nd Toll Gate,Lekki,Lagos,Chrystal Abodes,Big Compound; 24 Hours Security; Pop Ceiling,02 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-2nd-toll-gate-lekki-lagos-1PFFS
8PDMR,Luxury 5 Bedroom Fully Detached Duplex,1400000000.0,"₦ 1,400,000,000",5.0,6.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Chrystal Abodes,Big Compound; 24 Hours Security; Pop Ceiling,17 Feb 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8PDMR
8PKWX,5 Bedroom Fully Detached Duplex,550000000.0,"₦ 550,000,000",5.0,5.0,House,Chevron Toll Gate Lekki Lagos,Chevron Toll Gate,Lekki,Lagos,Chrystal Abodes,,13 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-lekki-lagos-8PKWX
5PQLB,4 Bedroom Fully Detached Duplex With Bq,275000000.0,"₦ 275,000,000",4.0,4.0,House,Sangotedo Ajah Lagos,Sangotedo,Ajah,Lagos,John Boris,,23 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-sangotedo-ajah-lagos-5PQLB
2PFJF,Super Distressed 1870sqm Land,900000000.0,"₦ 900,000,000",,,Land,Diplomatic Zone Katampe Extension Katampe Abuja,Diplomatic Zone Katampe Extension,Katampe,Abuja,Shedrack Luka,Big Compound; 24 Hours Security; Security,03 Mar 2026,https://www.propertypro.ng/property/land-for-sale-diplomatic-zone-katampe-extension-katampe-abuja-2PFJF
3PMVZ,4 Bedroom Semi Detached Duplex With Bq,170000000.0,"₦ 170,000,000",4.0,4.0,House,Ikota Ikota Lekki Lagos,Ikota Ikota,Lekki,Lagos,OUTSTANDING REAL,Big Compound; Boys Quater; Drainage System,01 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-ikota-lekki-lagos-3PMVZ
7PNEJ,"1,222sqm Of Land",2400000000.0,"₦ 2,400,000,000",,,Land,Adeola Hopewell Victoria Island Lagos,Adeola Hopewell Victoria,Island,Lagos,-,,05 May 2026,https://www.propertypro.ng/property/land-for-sale-adeola-hopewell-victoria-island-lagos-7PNEJ
8PCGW,4 Bedroom Terrace Duplex With Bq,500000000.0,"₦ 500,000,000",4.0,4.0,House,Jahi Abuja,Jahi,Abuja,Abuja,Ademeso olalekan,,06 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-jahi-abuja-8PCGW
8PNGJ,5 Bedroom Detatched Duplex,700000000.0,"₦ 700,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sanrealtor,,06 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-8PNGJ
3PRWG,Uncompleted 4 Bedroom Bungalow At Finishing,18000000.0,"₦ 18,000,000",4.0,,House,Eleshin Egbeda Oyo,Eleshin,Egbeda,Oyo,Openkeys business,,05 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-eleshin-egbeda-oyo-3PRWG
3PMSD,4 Bedroom Terrace Duplex,200000000.0,"₦ 200,000,000",4.0,4.0,House,After Magistrate Court Life Camp Abuja,After Magistrate Court Life,Camp,Abuja,TZ ESTATE,,30 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-after-magistrate-court-life-camp-abuja-3PMSD
5NYZK,Furnished 4 Bedroom Terraced Duplex With Bq,140000000.0,"₦ 140,000,000",4.0,4.0,House,Close To Turkey Hospital Idu Abuja,Close To Turkey Hospital,Idu,Abuja,Shedrack Luka,Free Wifi; Big Compound; 24 Hours Security,06 Jan 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-turkey-hospital-idu-abuja-5NYZK
9PGCX,5 Bedroom Terrace Duplex,850000000.0,"₦ 850,000,000",5.0,5.0,House,Oniru Victoria Island Lagos,Oniru Victoria,Island,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,10 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-oniru-victoria-island-lagos-9PGCX
1NSVH,Newly Built 5 Bedroom Fully Detached Duplex,150000000.0,"₦ 150,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Perfect Images,,27 Oct 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-1NSVH
1NKTV,350sqm Land,48000000.0,"₦ 48,000,000",4.0,4.0,Land,Dantata F01 Kubwa Abuja,Dantata F01,Kubwa,Abuja,TZ ESTATE,,22 Aug 2025,https://www.propertypro.ng/property/4-bedroom-land-for-sale-dantata-f01-kubwa-abuja-1NKTV
3PBPE,Contemporary Fully Furnished 5 Bedroom Duplex,850000000.0,"₦ 850,000,000",5.0,5.0,House,Vgc Lekki Lagos,Vgc,Lekki,Lagos,Sunwealth real,Only on PropertyPro,29 Jan 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-vgc-lekki-lagos-3PBPE
7PSHM,Spacious 4 Bedroom Terrace Duplex With Bq,310000000.0,"₦ 310,000,000",4.0,4.0,House,"Ikate, Lekki Lagos Ikate Lekki Lagos","Ikate, Lekki Lagos Ikate",Lekki,Lagos,Landlord Hero,Boys Quater; Security; 24 Hours Electricity,10 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-ikate-lekki-lagos-7PSHM
8PMWY,5 Bedroom Fully Detached Duplex,550000000.0,"₦ 550,000,000",5.0,5.0,House,Lekki Conservation Centre Lekki Lagos,Lekki Conservation Centre,Lekki,Lagos,Chrystal Abodes,,02 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-conservation-centre-lekki-lagos-8PMWY
3PUFG,500sqm Ocean View Land,1300000000.0,"₦ 1,300,000,000",,,Land,Lekki Right Lekki Phase 1 Marwa Lekki Lagos,Lekki Right Lekki Phase 1 Marwa,Lekki,Lagos,DFHL,,25 Jun 2026,https://www.propertypro.ng/property/land-for-sale-lekki-right-lekki-phase-1-marwa-lekki-lagos-3PUFG
1PNGC,4 Bedroom Terrace Duplex With Bq,185000000.0,"₦ 185,000,000",4.0,4.0,House,Karmo Abuja,Karmo,Abuja,Abuja,TZ ESTATE,,06 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-karmo-abuja-1PNGC
0PRWB,Mixed Use Prime Property Of 5 Bedroom Duplex,600000000.0,"₦ 600,000,000",5.0,,House,Agodi Gra Agodi Ibadan Oyo,Agodi Gra Agodi,Ibadan,Oyo,Openkeys business,,05 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agodi-gra-agodi-ibadan-oyo-0PRWB
6PFKH,400sqm Estate Land,25000000.0,"₦ 25,000,000",,,Land,Airport Road Before Centenary City Lugbe Abuja,Airport Road Before Centenary City,Lugbe,Abuja,Besproperties,24 Hours Security; C Of O; Swimming Pool,04 Mar 2026,https://www.propertypro.ng/property/land-for-sale-airport-road-before-centenary-city-lugbe-abuja-6PFKH
6PMRD,Newly Built 4 Bedroom Terraced Duplex,260000000.0,"₦ 260,000,000",4.0,4.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,OUTSTANDING REAL,Big Compound; 24 Hours Security; Boys Quater,29 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6PMRD
4PJEN,100 Plots Of Land,5000000.0,"₦ 5,000,000",,,Land,Temu Epe Lagos,Temu,Epe,Lagos,DFHL,,29 Mar 2026,https://www.propertypro.ng/property/land-for-sale-temu-epe-lagos-4PJEN
7PKVB,Automated 5 Bedroom Smarthome,300000000.0,"₦ 300,000,000",5.0,,House,Heritage Estate Oluyole Estate Ibadan Oyo,Heritage Estate Oluyole Estate,Ibadan,Oyo,Openkeys business,,13 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-heritage-estate-oluyole-estate-ibadan-oyo-7PKVB
2NWFK,Land,400000000.0,"₦ 400,000,000",,,Land,Close To Vio Mabushi Abuja,Close To Vio,Mabushi,Abuja,Shedrack Luka,C Of O,02 Dec 2025,https://www.propertypro.ng/property/land-for-sale-close-to-vio-mabushi-abuja-2NWFK
0PDXU,Furnished 1 Bedroom Flat With Pool,130000000.0,"₦ 130,000,000",1.0,1.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,TUPON LUXURY,,19 Feb 2026,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0PDXU
5PHJW,Luxury 4 Bedroom Semi Detached Duplex,140000000.0,"₦ 140,000,000",4.0,4.0,House,Ado Road Ajah Lagos,Ado Road,Ajah,Lagos,OUTSTANDING REAL,,21 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ado-road-ajah-lagos-5PHJW
